Entry	Organism	Gene Names	Protein names	EC number
Q04216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DLT1 YMR126C YM9553.02C	Defect at low temperature protein 1	
Q04225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RRB1 YMR131C YM9553.07C	Ribosome assembly protein RRB1	
Q04233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GIS4 YML006C YM9571.13C	Protein GIS4	
Q04301	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VBA1 YMR088C YM9582.13C	Vacuolar basic amino acid transporter 1	
Q04329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ICY1 YMR195W YM9646.08	Interacting with cytoskeleton protein 1	
Q04341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MIX14 MIC14 YDR031W YD9673.01	Mitochondrial intermembrane space cysteine motif-containing protein MIX14 (Mitochondrial intermembrane space CX(n)C motif protein of 14 kDa)	
Q04368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CSI1 YMR025W YM9711.15	Cop9 signalosome-interactor 1	
Q04383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PLM2 YDR501W	Protein PLM2 (Plasmid maintenance protein 2)	
Q04418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RBA50 YDR527W	RNA polymerase II-associated protein RBA50 (RNA polymerase II-associated protein of 50 kDa)	
Q04429	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HLR1 YDR528W D9719.31	Protein HLR1 (LRE1 homolog)	
Q04471	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YMR114C YM9718.13C	Abasic site processing protein YMR114C (EC 3.4.-.-)	3.4.-.-
Q04487	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SHH3 YMR118C YM9718.17C	Mitochondrial inner membrane protein SHH3 (SDH3 homolog)	
Q04516	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AIM33 YML087C	Uncharacterized oxidoreductase AIM33 (EC 1.-.-.-) (Altered inheritance of mitochondria protein 33)	1.-.-.-
Q04585	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YDR109C	D-ribulokinase YDR109C (EC 2.7.1.47)	2.7.1.47
Q04598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YDR115W YD9727.10	Large ribosomal subunit protein bL34m (54S ribosomal protein L34, mitochondrial) (L34mt)	
Q04599	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL1 YDR116C YD9727.11C	Large ribosomal subunit protein uL1m (54S ribosomal protein L1, mitochondrial)	
Q04600	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TMA64 YDR117C	Translation machinery-associated protein 64	
Q04602	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	VBA4 YDR119W	Vacuolar basic amino acid transporter 4	
Q04623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ECM18 YDR125C YD9727.20C	Protein ECM18 (EC 2.3.1.-) (Extracellular mutant protein 18)	2.3.1.-
Q04706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TY1A-ML1 YMLWTy1-1 GAG YML045W-A YM9827.07	Transposon Ty1-ML1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	
Q04734	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RIM9 YMR063W YM9916.02	pH-response regulator protein palI/RIM9 (Regulator of IME2 protein 9)	
Q04767	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TVP18 YMR071C YM9916.10C	Golgi apparatus membrane protein TVP18 (TLG2 compartment vesicle protein of 18 kDa)	
Q04772	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IRC21 YMR073C YM9916.12C	Increased recombination centers protein 21	
Q04792	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GAD1 YMR250W YM9920.04	Glutamate decarboxylase (GAD) (EC 4.1.1.15)	4.1.1.15
Q04806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GTO3 YMR251W YM9920.05	Glutathione S-transferase omega-like 3 (EC 2.5.1.18)	2.5.1.18
Q04949	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DYN3 YMR299C YM9952.01C	Cytoplasmic dynein intermediate light chain DYN3 (Dynein protein 3)	
Q05015	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FSH2 YMR222C YM9959.04C	Family of serine hydrolases 2 (EC 3.1.-.-)	3.1.-.-
Q05473	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRX8 YDR336W	MIOREX complex component 8 (Mitochondrial organization of gene expression protein 8)	
Q05648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRX10 YDR282C	MIOREX complex component 10 (Mitochondrial organization of gene expression protein 10)	
Q05672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RBS1 YDL189W D1266	RNA-binding suppressor of PAS kinase protein 1	
Q05676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SOM1 YEL059C-A YEL059BC	Protein SOM1, mitochondrial (Mitochondrial inner membrane protease subunit SOM1)	
Q05778	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PBA1 POC1 YLR199C	Proteasome chaperone 1 (Proteasome biogenesis-associated protein 1)	
Q05827	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HOR7 YMR251W-A YMR251BW	Protein HOR7 (Protein A0.5)	
Q05905	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HRI1 YLR301W	Protein HRI1 (HRR25-interacting protein 1)	
Q05937	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	STP3 YLR375W	Zinc finger protein STP3	
Q05955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ADY4 YLR227C L8083.11	Accumulates dyads protein 4	
Q06011	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ECM19 YLR390W	Protein ECM19 (Extracellular mutant protein 19)	
Q06108	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RGC1 YPR115W	Regulator of the glycerol channel 1	
Q06109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RRG8 YPR116W	Required for respiratory growth protein 8, mitochondrial	
Q06116	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HOB2 YPR117W	Protein YPR117W (Bridge-like lipid transfer protein family member 2B) (BLTP2B) (Protein hobbit 2) (HOB2)	
Q06134	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SPO77 YLR341W	Sporulation-specific protein 77	
Q06149	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PDR8 YLR266C L8479.13	Transcription factor PDR8 (Pleiotropic drug resistance protein 8)	
Q06177	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TMA10 SFL2 STF3 YLR327C L8543.1	Translation machinery-associated protein 10 (Stabilizing factor 2-like protein 2) (Stabilizing factor 3)	
Q06188	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLR455W	PWWP domain-containing protein YLR455W	
Q06200	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ECM7 ZRG15 YLR443W	Protein ECM7 (Extracellular mutant protein 7) (Zinc-regulated gene 15 protein)	
Q06214	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	JIP5 YPR169W	WD repeat-containing protein JIP5 (Jumonji domain-interacting protein 5)	
Q06216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PIG1 YLR273C L9328.2	Serine/threonine-protein phosphatase 1 regulatory subunit PIG1	
Q06350	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CTS2 YDR371W D9481.7	Sporulation-specific chitinase 2 (EC 3.2.1.14)	3.2.1.14
Q06466	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TDA6 YPR157W	Putative vacuolar protein sorting-associated protein TDA6 (Topoisomerase I damage affected protein 6)	
Q06469	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CUR1 YPR158W	Curing of [URE3] protein 1	
Q06479	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLR352W	F-box protein YLR352W	
Q06485	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ATG33 YLR356W	Autophagy-related protein 33	
Q06490	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	THI22 YPR121W	Thiamine biosynthesis protein THI22	
Q06494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YPR127W	Putative pyridoxal reductase (PL reductase) (PL-red) (EC 1.1.1.65)	1.1.1.65
Q06543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GPN3 YLR243W	GPN-loop GTPase 3 (EC 3.6.5.-)	3.6.5.-
Q06563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SYM1 YLR251W	Protein SYM1 (Stress-inducible yeast MPV17 protein 1)	
Q06597	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ARR2 ACR2 YPR200C P9677.16	Arsenical-resistance protein 2	
Q06616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YPR174C	Nuclear envelope protein YPR174C	
Q06636	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	GPI11 YDR302W	Glycosylphosphatidylinositol anchor biosynthesis protein 11 (PIGF homolog)	
Q06640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YDR306C	F-box protein YDR306C	
Q06644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PMT7 YDR307W D9740.4	Probable dolichyl-phosphate-mannose--protein mannosyltransferase 7 (EC 2.4.1.109)	2.4.1.109
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RAD34 YDR314C	DNA repair protein RAD34	
Q06673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ECM30 YLR436C	Protein ECM30 (Extracellular mutant protein 30)	
Q06678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRPL35 YDR322W D9798.5	Large ribosomal subunit protein mL38 (54S ribosomal protein L35, mitochondrial) (YmL35)	
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UBX5 YDR330W	UBX domain-containing protein 5	
Q06686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CTR3 YLR411W L9931.6	Copper transport protein CTR3 (Copper transporter 3)	
Q06688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BER1 YLR412W L9931.5	SRR1-like protein BER1 (Benomyl resistant protein 1)	
Q06689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLR413W	Cell membrane protein YLR413W	
Q06820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MDM36 YPR083W	Mitochondrial distribution and morphology protein 36	
Q06822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ASA1 YPR085C	ASTRA-associated protein 1	
Q07349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRX9 YDL027C D2800	MIOREX complex component 9 (Mitochondrial organization of gene expression protein 9)	
Q07351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	STP4 YDL048C D2690	Zinc finger protein STP4	
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PBP4 YDL053C D2574	Protein PBP4 (PBP1-binding protein 4)	
Q07376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MCH1 YDL054C	Probable transporter MCH1 (Monocarboxylate transporter homolog 1)	
Q07451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YET3 YDL072C	Endoplasmic reticulum transmembrane protein 3	
Q07549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SNA4 YDL123W	Protein SNA4	
Q07653	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	HBT1 Crem YDL223C	Protein HBT1 (HUB1 target protein 1)	
Q07655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	WHI4 YDL224C D0839	Protein WHI4	
Q07660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BRE4 YDL231C	Protein BRE4 (Brefeldin A-sensitivity protein 4)	
Q07684	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MFG1 YDL233W	Morphogenetic regulator of filamentous growth protein 1	
Q07748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	THI13 YDL244W	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI13 (HMP-P synthase) (Hydroxymethylpyrimidine phosphate synthase) (EC 2.-.-.-) (Thiamine biosynthesis protein 13) (Thiamine pyrimidine synthase)	2.-.-.-
Q07786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SOR2 YDL246C	Sorbitol dehydrogenase 2 (SDH 2) (EC 1.1.1.-) (Polyol dehydrogenase) (Xylitol dehydrogenase) (EC 1.1.1.9)	1.1.1.-; 1.1.1.9
Q07788	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COS7 YDL248W	Protein COS7	
Q07798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SPO75 YLL005C L1361	Sporulation-specific protein 75	
Q07843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IRC19 RRG4 YLL033W	Increased recombination centers protein 19 (Respiratory growth protein 4)	
Q07872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ENT4 YLL038C	Epsin-4	
Q07888	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLL067C L0111 L0503 L0509	Y' element ATP-dependent helicase YLL067C (EC 3.6.4.12)	3.6.4.12
Q07895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLR001C L1388	FAS1 domain-containing protein YLR001C	
Q07897	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CMS1 YLR003C	Protein CMS1 (Complementation of MCM10 suppressor protein 1)	
Q07904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	THI73 YLR004C	Thiamine pathway transporter THI73	
Q07959	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IZH3 YLR023C	ADIPOR-like receptor IZH3 (Implicated in zinc homeostasis protein 3)	
Q07987	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PAU23 DAN2 YLR037C L1909	Seripauperin-23 (Cell wall protein DAN2) (Delayed anaerobic protein 2)	
Q07988	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AFB1 YLR040C	A-factor barrier protein 1	
Q07990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YLR042C	Cell wall protein YLR042C	
Q08045	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	LCL2 YLR104W	Long chronological lifespan protein 2	
Q08157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YOL019W	Uncharacterized membrane protein YOL019W	
Q08182	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YAP7 YOL028C	AP-1-like transcription factor YAP7	
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	OPI10 YOL032W	Protein OPI10 (Overproducer of inositol protein 10)	
Q08223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AIM39 YOL053W O1269	Altered inheritance of mitochondria protein 39, mitochondrial	
Q08225	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YOL057W O1232	Probable dipeptidyl peptidase 3 (EC 3.4.14.4) (Dipeptidyl aminopeptidase III) (Dipeptidyl arylamidase III) (Dipeptidyl peptidase III) (DPP III)	3.4.14.4
Q08226	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	CRT10 YOL063C	Protein CRT10 (Constitutive RNR transcription regulator 10)	
Q08227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	INP54 YOL065C	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP54 (EC 3.1.3.36)	3.1.3.36
Q08234	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YOL075C YOL074C	Uncharacterized ABC transporter ATP-binding protein/permease YOL075C	
Q08268	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MCH4 YOL119C	Probable transporter MCH4	
Q08280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BSC6 YOL137W	Bypass of stop codon protein 6	
Q08347	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BDS1 YOL164W	Alkyl/aryl-sulfatase BDS1 (EC 3.1.6.-) (Bacterially-derived sulfatase 1)	3.1.6.-
Q08416	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	IRC23 YOR044W	Increased recombination centers protein 23	
Q08421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ETT1 YOR051C YOR29-02	Enhancer of translation termination 1	
Q08422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TMC1 YOR052C YOR29-03	AN1-type zinc finger protein TMC1 (Trivalent metalloid-sensitive Cuz1-related protein 1)	
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SYC1 YOR179C	Protein SYC1	
Q08646	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SSP2 YOR242C O5251	Sporulation-specific protein 2	
Q08693	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TRE2 YOR256C	Putative zinc metalloprotease TRE2 (EC 3.-.-.-) (Transferrin receptor-like protein 2)	3.-.-.-
Q08729	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DSE3 YOR264W	Protein DSE3 (Daughter specific expression protein 3)	
Q08750	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MUM3 YOR298W	Protein MUM3 (Muddled meiosis protein 3)	
Q08777	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MCH5 YOR306C	Riboflavin transporter MCH5	
Q08818	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MSC6 YOR354C	Meiotic sister-chromatid recombination protein 6, mitochondrial	
Q08904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RDR1 YOR380W	Protein RDR1 (Repressor of drug resistance protein 1)	
Q08907	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FIT3 YOR383C	Facilitator of iron transport 3	
Q08919	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TRE1 YPL176C	Uncharacterized protein TRE1 (Transferrin receptor-like protein 1)	
Q08926	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	UIP4 YPL186C	ULP1-interacting protein 4	
Q08932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RSA1 YPL193W	Ribosome assembly 1 protein	
Q08952	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	OXR1 YPL196W	Oxidation resistance protein 1	
Q08956	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YIG1 YPL201C	Protein YIG1	
Q08970	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MMT2 MFT2 YPL224C	Mitochondrial metal transporter 2	
Q08995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	YPR204W	Y' element ATP-dependent helicase YPR204W (EC 3.6.4.12)	3.6.4.12
Q12021	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	RAD28 YDR030C YD9813.08c	Radiation-sensitive protein 28	
Q12036	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PPT2 YPL148C P2604	Mitochondrial holo-[acyl-carrier-protein] synthase (Mitochondrial holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase PPT2) (PPTase)	2.7.8.7
Q12057	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	PIN2 YOR104W YOR3214W	[PSI+] induction protein 2	
Q12059	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ULA1 ENR2 YPL003W LPA14W	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)	
Q12074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	SPE3 YPR069C YP9499.24C	Spermidine synthase SPE3 (SPDSY) (EC 2.5.1.16) (Putrescine aminopropyltransferase)	2.5.1.16
Q12085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	TY1A-GR1 YGRWTy1-1 GAG YGR027W-A G4052	Transposon Ty1-GR1 Gag polyprotein (Gag-p49) (Transposon Ty1 protein A) (TY1A) (TYA) (p58) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Gag-p4]	
Q12089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	AEP3 YPL005W YP8132.08	ATPase expression protein 3	
Q12091	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	DAP1 YPL170W P2515	Damage response protein 1	
Q12109	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	WRS1 YOL097C HRE432	Tryptophan--tRNA ligase, cytoplasmic (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	6.1.1.2
Q12117	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	MRH1 YDR033W YD9673.03	Protein MRH1 (Membrane protein related to HSP30)	
Q12119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	FCY22 FCYX YER060W-A	Purine-cytosine permease FCY22 (PCP FCY22) (Cytosine/purine transport protein FCY22) (Fluorocytosine resistance protein 22)	
Q12128	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	BAG7 YOR134W O3320 YOR3320W	Rho-GTPase-activating protein BAG7	
